B;C;D;E;F
02/02/2022;DG#14;0;0;#DIV/0!
02/02/2022;DG#14;0;0;#DIV/0!
02/02/2022;DG#15;0;0;#DIV/0!
02/02/2022;DG#15;0;0;#DIV/0!
02/02/2022;DG#16;0;0;#DIV/0!
02/02/2022;DG#16;0;0;#DIV/0!
02/02/2022;DG#17;0;0;#DIV/0!
02/02/2022;DG#17;0;0;#DIV/0!
02/02/2022;DG#18;0;0;#DIV/0!
02/02/2022;DG#18;0;0;#DIV/0!
02/02/2022;DG#19;0;0;#DIV/0!
02/02/2022;DG#19;0;0;#DIV/0!
02/02/2022;DG#20;0;0;#DIV/0!
02/02/2022;DG#20;0;0;#DIV/0!
02/02/2022;DG#21;0;0;#DIV/0!
02/02/2022;DG#21;0;0;#DIV/0!
02/02/2022;DG#22;0;0;#DIV/0!
02/02/2022;DG#22;0;0;#DIV/0!
02/02/2022;DG#23;0;0;#DIV/0!
02/02/2022;DG#23;0;0;#DIV/0!
03/02/2022;DG#01;0;0;#DIV/0!
03/02/2022;DG#01;0;0;#DIV/0!
03/02/2022;DG#02;0;0;#DIV/0!
03/02/2022;DG#02;0;0;#DIV/0!
03/02/2022;DG#03;0;0;#DIV/0!
03/02/2022;DG#03;0;0;#DIV/0!
03/02/2022;DG#04;0;0;#DIV/0!
03/02/2022;DG#04;0;0;#DIV/0!
03/02/2022;DG#05;0;0;#DIV/0!
03/02/2022;DG#05;0;0;#DIV/0!
03/02/2022;DG#06;0;0;#DIV/0!
03/02/2022;DG#06;0;0;#DIV/0!
03/02/2022;DG#07;0;0;#DIV/0!
03/02/2022;DG#07;0;0;#DIV/0!
03/02/2022;DG#08;0;0;#DIV/0!
03/02/2022;DG#08;0;0;#DIV/0!
03/02/2022;DG#09;0;0;#DIV/0!
03/02/2022;DG#09;0;0;#DIV/0!
03/02/2022;DG#10;0;0;#DIV/0!
03/02/2022;DG#10;0;0;#DIV/0!
03/02/2022;DG#11;0;0;#DIV/0!
03/02/2022;DG#11;0;0;#DIV/0!
03/02/2022;DG#12;0;0;#DIV/0!
03/02/2022;DG#12;0;0;#DIV/0!
03/02/2022;DG#13;0;0;#DIV/0!
03/02/2022;DG#13;0;0;#DIV/0!
03/02/2022;DG#14;0;0;#DIV/0!
03/02/2022;DG#14;0;0;#DIV/0!
03/02/2022;DG#15;0;0;#DIV/0!
03/02/2022;DG#15;0;0;#DIV/0!
03/02/2022;DG#16;0;0;#DIV/0!
03/02/2022;DG#16;0;0;#DIV/0!
03/02/2022;DG#17;0;0;#DIV/0!
03/02/2022;DG#17;0;0;#DIV/0!
03/02/2022;DG#18;0;0;#DIV/0!
03/02/2022;DG#18;0;0;#DIV/0!
03/02/2022;DG#19;0;0;#DIV/0!
03/02/2022;DG#19;0;0;#DIV/0!
03/02/2022;DG#20;0;0;#DIV/0!
03/02/2022;DG#20;0;0;#DIV/0!
03/02/2022;DG#21;0;0;#DIV/0!
03/02/2022;DG#21;0;0;#DIV/0!
03/02/2022;DG#22;0;0;#DIV/0!
03/02/2022;DG#22;0;0;#DIV/0!
03/02/2022;DG#23;0;0;#DIV/0!
03/02/2022;DG#23;0;0;#DIV/0!
04/02/2022;DG#01;0;0;#DIV/0!
04/02/2022;DG#01;0;0;#DIV/0!
04/02/2022;DG#02;0;0;#DIV/0!
04/02/2022;DG#02;0;0;#DIV/0!
04/02/2022;DG#03;0;0;#DIV/0!
04/02/2022;DG#03;0;0;#DIV/0!
04/02/2022;DG#04;0;0;#DIV/0!
04/02/2022;DG#04;0;0;#DIV/0!
04/02/2022;DG#05;0;0;#DIV/0!
04/02/2022;DG#05;0;0;#DIV/0!
04/02/2022;DG#06;0;0;#DIV/0!
04/02/2022;DG#06;0;0;#DIV/0!
04/02/2022;DG#07;0;0;#DIV/0!
04/02/2022;DG#07;0;0;#DIV/0!
04/02/2022;DG#08;0;0;#DIV/0!
04/02/2022;DG#08;0;0;#DIV/0!
04/02/2022;DG#09;0;0;#DIV/0!
04/02/2022;DG#09;0;0;#DIV/0!
04/02/2022;DG#10;0;0;#DIV/0!
04/02/2022;DG#10;0;0;#DIV/0!
04/02/2022;DG#11;0;0;#DIV/0!
04/02/2022;DG#11;0;0;#DIV/0!
04/02/2022;DG#12;0;0;#DIV/0!
04/02/2022;DG#12;0;0;#DIV/0!
04/02/2022;DG#13;0;0;#DIV/0!
04/02/2022;DG#13;0;0;#DIV/0!
04/02/2022;DG#14;0;0;#DIV/0!
04/02/2022;DG#14;0;0;#DIV/0!
04/02/2022;DG#15;0;0;#DIV/0!
04/02/2022;DG#15;0;0;#DIV/0!
04/02/2022;DG#16;0;0;#DIV/0!
04/02/2022;DG#16;0;0;#DIV/0!
04/02/2022;DG#17;0;0;#DIV/0!
04/02/2022;DG#17;0;0;#DIV/0!
04/02/2022;DG#18;0;0;#DIV/0!
04/02/2022;DG#18;0;0;#DIV/0!
04/02/2022;DG#19;0;0;#DIV/0!
04/02/2022;DG#19;0;0;#DIV/0!
04/02/2022;DG#20;0;0;#DIV/0!
04/02/2022;DG#20;0;0;#DIV/0!
04/02/2022;DG#21;0;0;#DIV/0!
04/02/2022;DG#21;0;0;#DIV/0!
04/02/2022;DG#22;0;0;#DIV/0!
04/02/2022;DG#22;0;0;#DIV/0!
04/02/2022;DG#23;0;0;#DIV/0!
04/02/2022;DG#23;0;0;#DIV/0!
05/02/2022;DG#01;0;0;#DIV/0!
05/02/2022;DG#01;0;0;#DIV/0!
05/02/2022;DG#02;0;0;#DIV/0!
05/02/2022;DG#02;0;0;#DIV/0!
05/02/2022;DG#03;0;0;#DIV/0!
05/02/2022;DG#03;0;0;#DIV/0!
05/02/2022;DG#04;0;0;#DIV/0!
05/02/2022;DG#04;0;0;#DIV/0!
05/02/2022;DG#05;0;0;#DIV/0!
05/02/2022;DG#05;0;0;#DIV/0!
05/02/2022;DG#06;0;0;#DIV/0!
05/02/2022;DG#06;0;0;#DIV/0!
05/02/2022;DG#07;0;0;#DIV/0!
05/02/2022;DG#07;0;0;#DIV/0!
05/02/2022;DG#08;0;0;#DIV/0!
05/02/2022;DG#08;0;0;#DIV/0!
05/02/2022;DG#09;0;0;#DIV/0!
05/02/2022;DG#09;0;0;#DIV/0!
05/02/2022;DG#10;0;0;#DIV/0!
05/02/2022;DG#10;0;0;#DIV/0!
05/02/2022;DG#11;0;0;#DIV/0!
05/02/2022;DG#11;0;0;#DIV/0!
05/02/2022;DG#12;0;0;#DIV/0!
05/02/2022;DG#12;0;0;#DIV/0!
05/02/2022;DG#13;0;0;#DIV/0!
05/02/2022;DG#13;0;0;#DIV/0!
05/02/2022;DG#14;0;0;#DIV/0!
05/02/2022;DG#14;0;0;#DIV/0!
05/02/2022;DG#15;0;0;#DIV/0!
05/02/2022;DG#15;0;0;#DIV/0!
05/02/2022;DG#16;0;0;#DIV/0!
05/02/2022;DG#16;0;0;#DIV/0!
05/02/2022;DG#17;0;0;#DIV/0!
05/02/2022;DG#17;0;0;#DIV/0!
05/02/2022;DG#18;0;0;#DIV/0!
05/02/2022;DG#18;0;0;#DIV/0!
05/02/2022;DG#19;0;0;#DIV/0!
05/02/2022;DG#19;0;0;#DIV/0!
05/02/2022;DG#20;0;0;#DIV/0!
05/02/2022;DG#20;0;0;#DIV/0!
05/02/2022;DG#21;0;0;#DIV/0!
05/02/2022;DG#21;0;0;#DIV/0!
05/02/2022;DG#22;0;0;#DIV/0!
05/02/2022;DG#22;0;0;#DIV/0!
05/02/2022;DG#23;0;0;#DIV/0!
05/02/2022;DG#23;0;0;#DIV/0!
06/02/2022;DG#01;0;0;#DIV/0!
06/02/2022;DG#01;0;0;#DIV/0!
06/02/2022;DG#02;0;0;#DIV/0!
06/02/2022;DG#02;0;0;#DIV/0!
06/02/2022;DG#03;0;0;#DIV/0!
06/02/2022;DG#03;0;0;#DIV/0!
06/02/2022;DG#04;0;0;#DIV/0!
06/02/2022;DG#04;0;0;#DIV/0!
06/02/2022;DG#05;0;0;#DIV/0!
06/02/2022;DG#05;0;0;#DIV/0!
06/02/2022;DG#06;0;0;#DIV/0!
06/02/2022;DG#06;0;0;#DIV/0!
06/02/2022;DG#07;0;0;#DIV/0!
06/02/2022;DG#07;0;0;#DIV/0!
06/02/2022;DG#08;0;0;#DIV/0!
06/02/2022;DG#08;0;0;#DIV/0!
06/02/2022;DG#09;0;0;#DIV/0!
06/02/2022;DG#09;0;0;#DIV/0!
06/02/2022;DG#10;0;0;#DIV/0!
06/02/2022;DG#10;0;0;#DIV/0!
06/02/2022;DG#11;0;0;#DIV/0!
06/02/2022;DG#11;0;0;#DIV/0!
06/02/2022;DG#12;0;0;#DIV/0!
06/02/2022;DG#12;0;0;#DIV/0!
06/02/2022;DG#13;0;0;#DIV/0!
06/02/2022;DG#13;0;0;#DIV/0!
06/02/2022;DG#14;0;0;#DIV/0!
06/02/2022;DG#14;0;0;#DIV/0!
06/02/2022;DG#15;0;0;#DIV/0!
06/02/2022;DG#15;0;0;#DIV/0!
06/02/2022;DG#16;0;0;#DIV/0!
06/02/2022;DG#16;0;0;#DIV/0!
06/02/2022;DG#17;0;0;#DIV/0!
06/02/2022;DG#17;0;0;#DIV/0!
06/02/2022;DG#18;0;0;#DIV/0!
06/02/2022;DG#18;0;0;#DIV/0!
06/02/2022;DG#19;0;0;#DIV/0!
06/02/2022;DG#19;0;0;#DIV/0!
06/02/2022;DG#20;0;0;#DIV/0!
06/02/2022;DG#20;0;0;#DIV/0!
06/02/2022;DG#21;0;0;#DIV/0!
06/02/2022;DG#21;0;0;#DIV/0!
06/02/2022;DG#22;0;0;#DIV/0!
06/02/2022;DG#22;0;0;#DIV/0!
06/02/2022;DG#23;0;0;#DIV/0!
06/02/2022;DG#23;0;0;#DIV/0!
07/02/2022;DG#01;0;0;#DIV/0!
07/02/2022;DG#01;0;0;#DIV/0!
07/02/2022;DG#01;0;0;#DIV/0!
07/02/2022;DG#02;0;0;#DIV/0!
07/02/2022;DG#02;0;0;#DIV/0!
07/02/2022;DG#02;0;0;#DIV/0!
07/02/2022;DG#03;0;0;#DIV/0!
07/02/2022;DG#03;0;0;#DIV/0!
07/02/2022;DG#03;0;0;#DIV/0!
07/02/2022;DG#04;0;0;#DIV/0!
07/02/2022;DG#04;0;0;#DIV/0!
07/02/2022;DG#04;0;0;#DIV/0!
07/02/2022;DG#05;0;0;#DIV/0!
07/02/2022;DG#05;0;0;#DIV/0!
07/02/2022;DG#05;0;0;#DIV/0!
07/02/2022;DG#06;0;0;#DIV/0!
07/02/2022;DG#06;0;0;#DIV/0!
07/02/2022;DG#06;0;0;#DIV/0!
07/02/2022;DG#07;0;0;#DIV/0!
07/02/2022;DG#07;0;0;#DIV/0!
07/02/2022;DG#07;0;0;#DIV/0!
07/02/2022;DG#08;0;0;#DIV/0!
07/02/2022;DG#08;0;0;#DIV/0!
07/02/2022;DG#08;0;0;#DIV/0!
07/02/2022;DG#09;0;0;#DIV/0!
07/02/2022;DG#09;0;0;#DIV/0!
07/02/2022;DG#09;0;0;#DIV/0!
07/02/2022;DG#10;0;0;#DIV/0!
07/02/2022;DG#10;0;0;#DIV/0!
07/02/2022;DG#10;0;0;#DIV/0!
07/02/2022;DG#11;0;0;#DIV/0!
07/02/2022;DG#11;0;0;#DIV/0!
07/02/2022;DG#11;0;0;#DIV/0!
07/02/2022;DG#12;0;0;#DIV/0!
07/02/2022;DG#12;0;0;#DIV/0!
07/02/2022;DG#12;0;0;#DIV/0!
07/02/2022;DG#13;0;0;#DIV/0!
07/02/2022;DG#13;0;0;#DIV/0!
07/02/2022;DG#13;0;0;#DIV/0!
07/02/2022;DG#14;0;0;#DIV/0!
07/02/2022;DG#14;0;0;#DIV/0!
07/02/2022;DG#14;0;0;#DIV/0!
07/02/2022;DG#15;0;0;#DIV/0!
07/02/2022;DG#15;0;0;#DIV/0!
07/02/2022;DG#15;0;0;#DIV/0!
07/02/2022;DG#16;0;0;#DIV/0!
07/02/2022;DG#16;0;0;#DIV/0!
07/02/2022;DG#16;0;0;#DIV/0!
07/02/2022;DG#17;0;0;#DIV/0!
07/02/2022;DG#17;0;0;#DIV/0!
07/02/2022;DG#17;0;0;#DIV/0!
07/02/2022;DG#18;0;0;#DIV/0!
07/02/2022;DG#18;0;0;#DIV/0!
07/02/2022;DG#18;0;0;#DIV/0!
07/02/2022;DG#19;0;0;#DIV/0!
07/02/2022;DG#19;0;0;#DIV/0!
07/02/2022;DG#19;0;0;#DIV/0!
07/02/2022;DG#20;0;0;#DIV/0!
07/02/2022;DG#20;0;0;#DIV/0!
07/02/2022;DG#20;0;0;#DIV/0!
07/02/2022;DG#21;0;0;#DIV/0!
07/02/2022;DG#21;0;0;#DIV/0!
07/02/2022;DG#21;0;0;#DIV/0!
07/02/2022;DG#22;0;0;#DIV/0!
07/02/2022;DG#22;0;0;#DIV/0!
07/02/2022;DG#22;0;0;#DIV/0!
07/02/2022;DG#23;0;0;#DIV/0!
07/02/2022;DG#23;0;0;#DIV/0!
07/02/2022;DG#23;0;0;#DIV/0!
08/02/2022;DG#01;0;0;#DIV/0!
08/02/2022;DG#02;0;0;#DIV/0!
08/02/2022;DG#03;0;0;#DIV/0!
08/02/2022;DG#04;0;0;#DIV/0!
08/02/2022;DG#05;0;0;#DIV/0!
08/02/2022;DG#06;0;0;#DIV/0!
08/02/2022;DG#07;0;0;#DIV/0!
08/02/2022;DG#08;0;0;#DIV/0!
08/02/2022;DG#09;0;0;#DIV/0!
08/02/2022;DG#10;0;0;#DIV/0!
08/02/2022;DG#11;0;0;#DIV/0!
08/02/2022;DG#12;0;0;#DIV/0!
08/02/2022;DG#13;0;0;#DIV/0!
08/02/2022;DG#14;0;0;#DIV/0!
08/02/2022;DG#15;0;0;#DIV/0!
08/02/2022;DG#16;0;0;#DIV/0!
08/02/2022;DG#17;0;0;#DIV/0!
08/02/2022;DG#18;0;0;#DIV/0!
08/02/2022;DG#19;0;0;#DIV/0!
08/02/2022;DG#20;0;0;#DIV/0!
08/02/2022;DG#21;0;0;#DIV/0!
08/02/2022;DG#22;0;0;#DIV/0!
08/02/2022;DG#23;0;0;#DIV/0!
09/02/2022;DG#01;0;0;#DIV/0!
09/02/2022;DG#01;0;0;#DIV/0!
09/02/2022;DG#02;0;0;#DIV/0!
09/02/2022;DG#02;0;0;#DIV/0!
09/02/2022;DG#03;0;0;#DIV/0!
09/02/2022;DG#03;0;0;#DIV/0!
09/02/2022;DG#04;0;0;#DIV/0!
09/02/2022;DG#04;0;0;#DIV/0!
09/02/2022;DG#05;0;0;#DIV/0!
09/02/2022;DG#05;0;0;#DIV/0!
09/02/2022;DG#06;0;0;#DIV/0!
09/02/2022;DG#06;0;0;#DIV/0!
09/02/2022;DG#07;0;0;#DIV/0!
09/02/2022;DG#07;0;0;#DIV/0!
09/02/2022;DG#08;0;0;#DIV/0!
09/02/2022;DG#08;0;0;#DIV/0!
09/02/2022;DG#09;0;0;#DIV/0!
09/02/2022;DG#09;0;0;#DIV/0!
09/02/2022;DG#10;0;0;#DIV/0!
09/02/2022;DG#10;0;0;#DIV/0!
09/02/2022;DG#11;0;0;#DIV/0!
09/02/2022;DG#11;0;0;#DIV/0!
09/02/2022;DG#12;0;0;#DIV/0!
09/02/2022;DG#12;0;0;#DIV/0!
09/02/2022;DG#13;0;0;#DIV/0!
09/02/2022;DG#13;0;0;#DIV/0!
09/02/2022;DG#14;0;0;#DIV/0!
09/02/2022;DG#14;0;0;#DIV/0!
09/02/2022;DG#15;0;0;#DIV/0!
09/02/2022;DG#15;0;0;#DIV/0!
09/02/2022;DG#16;0;0;#DIV/0!
09/02/2022;DG#16;0;0;#DIV/0!
09/02/2022;DG#17;0;0;#DIV/0!
09/02/2022;DG#17;0;0;#DIV/0!
09/02/2022;DG#18;0;0;#DIV/0!
09/02/2022;DG#18;0;0;#DIV/0!
09/02/2022;DG#19;0;0;#DIV/0!
09/02/2022;DG#19;0;0;#DIV/0!
09/02/2022;DG#20;0;0;#DIV/0!
09/02/2022;DG#20;0;0;#DIV/0!
09/02/2022;DG#21;0;0;#DIV/0!
09/02/2022;DG#21;0;0;#DIV/0!
09/02/2022;DG#22;0;0;#DIV/0!
09/02/2022;DG#22;0;0;#DIV/0!
09/02/2022;DG#23;0;0;#DIV/0!
09/02/2022;DG#23;0;0;#DIV/0!
10/02/2022;DG#01;0;0;#DIV/0!
10/02/2022;DG#01;0;0;#DIV/0!
10/02/2022;DG#02;0;0;#DIV/0!
10/02/2022;DG#02;0;0;#DIV/0!
10/02/2022;DG#03;0;0;#DIV/0!
10/02/2022;DG#03;0;0;#DIV/0!
10/02/2022;DG#04;0;0;#DIV/0!
10/02/2022;DG#04;0;0;#DIV/0!
10/02/2022;DG#05;0;0;#DIV/0!
10/02/2022;DG#05;0;0;#DIV/0!
10/02/2022;DG#06;0;0;#DIV/0!
10/02/2022;DG#06;0;0;#DIV/0!
10/02/2022;DG#07;0;0;#DIV/0!
10/02/2022;DG#07;0;0;#DIV/0!
10/02/2022;DG#08;0;0;#DIV/0!
10/02/2022;DG#08;0;0;#DIV/0!
10/02/2022;DG#09;0;0;#DIV/0!
10/02/2022;DG#09;0;0;#DIV/0!
10/02/2022;DG#10;0;0;#DIV/0!
10/02/2022;DG#10;0;0;#DIV/0!
10/02/2022;DG#11;0;0;#DIV/0!
10/02/2022;DG#11;0;0;#DIV/0!
10/02/2022;DG#12;0;0;#DIV/0!
10/02/2022;DG#12;0;0;#DIV/0!
10/02/2022;DG#13;0;0;#DIV/0!
10/02/2022;DG#13;0;0;#DIV/0!
10/02/2022;DG#14;0;0;#DIV/0!
10/02/2022;DG#14;0;0;#DIV/0!
10/02/2022;DG#15;0;0;#DIV/0!
10/02/2022;DG#15;0;0;#DIV/0!
10/02/2022;DG#16;0;0;#DIV/0!
10/02/2022;DG#16;0;0;#DIV/0!
10/02/2022;DG#17;0;0;#DIV/0!
10/02/2022;DG#17;0;0;#DIV/0!
10/02/2022;DG#18;0;0;#DIV/0!
10/02/2022;DG#18;0;0;#DIV/0!
10/02/2022;DG#19;0;0;#DIV/0!
10/02/2022;DG#19;0;0;#DIV/0!
10/02/2022;DG#20;0;0;#DIV/0!
10/02/2022;DG#20;0;0;#DIV/0!
10/02/2022;DG#21;0;0;#DIV/0!
10/02/2022;DG#21;0;0;#DIV/0!
10/02/2022;DG#22;0;0;#DIV/0!
10/02/2022;DG#22;0;0;#DIV/0!
10/02/2022;DG#23;0;0;#DIV/0!
10/02/2022;DG#23;0;0;#DIV/0!
11/02/2022;DG#01;0;0;#DIV/0!
11/02/2022;DG#01;0;0;#DIV/0!
11/02/2022;DG#02;0;0;#DIV/0!
11/02/2022;DG#02;0;0;#DIV/0!
11/02/2022;DG#03;0;0;#DIV/0!
11/02/2022;DG#03;0;0;#DIV/0!
11/02/2022;DG#04;0;0;#DIV/0!
11/02/2022;DG#04;0;0;#DIV/0!
11/02/2022;DG#05;0;0;#DIV/0!
11/02/2022;DG#05;0;0;#DIV/0!
11/02/2022;DG#06;0;0;#DIV/0!
11/02/2022;DG#06;0;0;#DIV/0!
11/02/2022;DG#07;0;0;#DIV/0!
11/02/2022;DG#07;0;0;#DIV/0!
11/02/2022;DG#08;0;0;#DIV/0!
11/02/2022;DG#08;0;0;#DIV/0!
11/02/2022;DG#09;0;0;#DIV/0!
11/02/2022;DG#09;0;0;#DIV/0!
11/02/2022;DG#10;0;0;#DIV/0!
11/02/2022;DG#10;0;0;#DIV/0!
11/02/2022;DG#11;0;0;#DIV/0!
11/02/2022;DG#11;0;0;#DIV/0!
11/02/2022;DG#12;0;0;#DIV/0!
11/02/2022;DG#12;0;0;#DIV/0!
11/02/2022;DG#13;0;0;#DIV/0!
11/02/2022;DG#13;0;0;#DIV/0!
11/02/2022;DG#14;0;0;#DIV/0!
11/02/2022;DG#14;0;0;#DIV/0!
11/02/2022;DG#15;0;0;#DIV/0!
11/02/2022;DG#15;0;0;#DIV/0!
11/02/2022;DG#16;0;0;#DIV/0!
11/02/2022;DG#16;0;0;#DIV/0!
11/02/2022;DG#17;0;0;#DIV/0!
11/02/2022;DG#17;0;0;#DIV/0!
11/02/2022;DG#18;0;0;#DIV/0!
11/02/2022;DG#18;0;0;#DIV/0!
11/02/2022;DG#19;0;0;#DIV/0!
11/02/2022;DG#19;0;0;#DIV/0!
11/02/2022;DG#20;0;0;#DIV/0!
11/02/2022;DG#20;0;0;#DIV/0!
11/02/2022;DG#21;0;0;#DIV/0!
11/02/2022;DG#21;0;0;#DIV/0!
11/02/2022;DG#22;0;0;#DIV/0!
11/02/2022;DG#22;0;0;#DIV/0!
11/02/2022;DG#23;0;0;#DIV/0!
11/02/2022;DG#23;0;0;#DIV/0!
12/02/2022;DG#01;0;0;#DIV/0!
12/02/2022;DG#01;0;0;#DIV/0!
12/02/2022;DG#02;0;0;#DIV/0!
12/02/2022;DG#02;0;0;#DIV/0!
12/02/2022;DG#03;0;0;#DIV/0!
12/02/2022;DG#03;0;0;#DIV/0!
12/02/2022;DG#04;0;0;#DIV/0!
12/02/2022;DG#04;0;0;#DIV/0!
12/02/2022;DG#05;0;0;#DIV/0!
12/02/2022;DG#05;0;0;#DIV/0!
12/02/2022;DG#06;0;0;#DIV/0!
12/02/2022;DG#06;0;0;#DIV/0!
12/02/2022;DG#07;0;0;#DIV/0!
12/02/2022;DG#07;0;0;#DIV/0!
12/02/2022;DG#08;0;0;#DIV/0!
12/02/2022;DG#08;0;0;#DIV/0!
12/02/2022;DG#09;0;0;#DIV/0!
12/02/2022;DG#09;0;0;#DIV/0!
12/02/2022;DG#10;0;0;#DIV/0!
12/02/2022;DG#10;0;0;#DIV/0!
12/02/2022;DG#11;0;0;#DIV/0!
12/02/2022;DG#11;0;0;#DIV/0!
12/02/2022;DG#12;0;0;#DIV/0!
12/02/2022;DG#12;0;0;#DIV/0!
12/02/2022;DG#13;0;0;#DIV/0!
12/02/2022;DG#13;0;0;#DIV/0!
12/02/2022;DG#14;0;0;#DIV/0!
12/02/2022;DG#14;0;0;#DIV/0!
12/02/2022;DG#15;0;0;#DIV/0!
12/02/2022;DG#15;0;0;#DIV/0!
12/02/2022;DG#16;0;0;#DIV/0!
12/02/2022;DG#16;0;0;#DIV/0!
12/02/2022;DG#17;0;0;#DIV/0!
12/02/2022;DG#17;0;0;#DIV/0!
12/02/2022;DG#18;0;0;#DIV/0!
12/02/2022;DG#18;0;0;#DIV/0!
12/02/2022;DG#19;0;0;#DIV/0!
12/02/2022;DG#19;0;0;#DIV/0!
12/02/2022;DG#20;0;0;#DIV/0!
12/02/2022;DG#20;0;0;#DIV/0!
12/02/2022;DG#21;0;0;#DIV/0!
12/02/2022;DG#21;0;0;#DIV/0!
12/02/2022;DG#22;0;0;#DIV/0!
12/02/2022;DG#22;0;0;#DIV/0!
12/02/2022;DG#23;0;0;#DIV/0!
12/02/2022;DG#23;0;0;#DIV/0!
13/02/2022;DG#01;0;0;#DIV/0!
13/02/2022;DG#01;0;0;#DIV/0!
13/02/2022;DG#02;0;0;#DIV/0!
13/02/2022;DG#02;0;0;#DIV/0!
13/02/2022;DG#03;0;0;#DIV/0!
13/02/2022;DG#03;0;0;#DIV/0!
13/02/2022;DG#04;0;0;#DIV/0!
13/02/2022;DG#04;0;0;#DIV/0!
13/02/2022;DG#05;0;0;#DIV/0!
13/02/2022;DG#05;0;0;#DIV/0!
13/02/2022;DG#06;0;0;#DIV/0!
13/02/2022;DG#06;0;0;#DIV/0!
13/02/2022;DG#07;0;0;#DIV/0!
13/02/2022;DG#07;0;0;#DIV/0!
13/02/2022;DG#08;0;0;#DIV/0!
13/02/2022;DG#08;0;0;#DIV/0!
13/02/2022;DG#09;0;0;#DIV/0!
13/02/2022;DG#09;0;0;#DIV/0!
13/02/2022;DG#10;0;0;#DIV/0!
13/02/2022;DG#10;0;0;#DIV/0!
13/02/2022;DG#11;0;0;#DIV/0!
13/02/2022;DG#11;0;0;#DIV/0!
13/02/2022;DG#12;0;0;#DIV/0!
13/02/2022;DG#12;0;0;#DIV/0!
13/02/2022;DG#13;0;0;#DIV/0!
13/02/2022;DG#13;0;0;#DIV/0!
13/02/2022;DG#14;0;0;#DIV/0!
13/02/2022;DG#14;0;0;#DIV/0!
13/02/2022;DG#15;0;0;#DIV/0!
13/02/2022;DG#15;0;0;#DIV/0!
13/02/2022;DG#16;0;0;#DIV/0!
13/02/2022;DG#16;0;0;#DIV/0!
13/02/2022;DG#17;0;0;#DIV/0!
13/02/2022;DG#17;0;0;#DIV/0!
13/02/2022;DG#18;0;0;#DIV/0!
13/02/2022;DG#18;0;0;#DIV/0!
13/02/2022;DG#19;0;0;#DIV/0!
13/02/2022;DG#19;0;0;#DIV/0!
13/02/2022;DG#20;0;0;#DIV/0!
13/02/2022;DG#20;0;0;#DIV/0!
13/02/2022;DG#21;0;0;#DIV/0!
13/02/2022;DG#21;0;0;#DIV/0!
13/02/2022;DG#22;0;0;#DIV/0!
13/02/2022;DG#22;0;0;#DIV/0!
13/02/2022;DG#23;0;0;#DIV/0!
13/02/2022;DG#23;0;0;#DIV/0!
14/02/2022;DG#01;0;0;#DIV/0!
14/02/2022;DG#01;0;0;#DIV/0!
14/02/2022;DG#02;0;0;#DIV/0!
14/02/2022;DG#02;0;0;#DIV/0!
14/02/2022;DG#03;0;0;#DIV/0!
14/02/2022;DG#03;0;0;#DIV/0!
14/02/2022;DG#04;0;4;#DIV/0!
14/02/2022;DG#04;0;4;#DIV/0!
14/02/2022;DG#05;0;0;#DIV/0!
14/02/2022;DG#05;0;0;#DIV/0!
14/02/2022;DG#06;0;0;#DIV/0!
14/02/2022;DG#06;0;0;#DIV/0!
14/02/2022;DG#07;0;0;#DIV/0!
14/02/2022;DG#07;0;0;#DIV/0!
14/02/2022;DG#08;0;0;#DIV/0!
14/02/2022;DG#08;0;0;#DIV/0!
14/02/2022;DG#09;0;0;#DIV/0!
14/02/2022;DG#09;0;0;#DIV/0!
14/02/2022;DG#10;0;0;#DIV/0!
14/02/2022;DG#10;0;0;#DIV/0!
14/02/2022;DG#11;0;0;#DIV/0!
14/02/2022;DG#11;0;0;#DIV/0!
14/02/2022;DG#12;0;0;#DIV/0!
14/02/2022;DG#12;0;0;#DIV/0!
14/02/2022;DG#13;0;0;#DIV/0!
14/02/2022;DG#13;0;0;#DIV/0!
14/02/2022;DG#14;0;0;#DIV/0!
14/02/2022;DG#14;0;0;#DIV/0!
14/02/2022;DG#15;0;0;#DIV/0!
14/02/2022;DG#15;0;0;#DIV/0!
14/02/2022;DG#16;0;0;#DIV/0!
14/02/2022;DG#16;0;0;#DIV/0!
14/02/2022;DG#17;0;0;#DIV/0!
14/02/2022;DG#17;0;0;#DIV/0!
14/02/2022;DG#18;0;0;#DIV/0!
14/02/2022;DG#18;0;0;#DIV/0!
14/02/2022;DG#19;0;0;#DIV/0!
14/02/2022;DG#19;0;0;#DIV/0!
14/02/2022;DG#20;0;0;#DIV/0!
14/02/2022;DG#20;0;0;#DIV/0!
14/02/2022;DG#21;0;0;#DIV/0!
14/02/2022;DG#21;0;0;#DIV/0!
14/02/2022;DG#22;0;0;#DIV/0!
14/02/2022;DG#22;0;0;#DIV/0!
14/02/2022;DG#23;0;0;#DIV/0!
14/02/2022;DG#23;0;0;#DIV/0!
15/02/2022;DG#01;0;0;#DIV/0!
15/02/2022;DG#01;0;0;#DIV/0!
15/02/2022;DG#02;0;0;#DIV/0!
15/02/2022;DG#02;0;0;#DIV/0!
15/02/2022;DG#03;0;0;#DIV/0!
15/02/2022;DG#03;0;0;#DIV/0!
15/02/2022;DG#04;0;0;#DIV/0!
15/02/2022;DG#04;0;0;#DIV/0!
15/02/2022;DG#05;0;0;#DIV/0!
15/02/2022;DG#05;0;0;#DIV/0!
