B;C;D;E;F
27/09/2018;DG#21;0;0;#DIV/0!
27/09/2018;DG#22;0;0;#DIV/0!
27/09/2018;DG#23;0;0;#DIV/0!
28/09/2018;DG#01;0;0;#DIV/0!
28/09/2018;DG#02;0;0;#DIV/0!
28/09/2018;DG#03;0;0;#DIV/0!
28/09/2018;DG#04;0;0;#DIV/0!
28/09/2018;DG#05;0;0;#DIV/0!
28/09/2018;DG#06;0;16;#DIV/0!
28/09/2018;DG#07;0;0;#DIV/0!
28/09/2018;DG#08;0;0;#DIV/0!
28/09/2018;DG#09;0;0;#DIV/0!
28/09/2018;DG#10;0;0;#DIV/0!
28/09/2018;DG#11;0;2;#DIV/0!
28/09/2018;DG#12;0;0;#DIV/0!
28/09/2018;DG#13;0;0;#DIV/0!
28/09/2018;DG#14;0;18;#DIV/0!
28/09/2018;DG#15;0;0;#DIV/0!
28/09/2018;DG#16;0;0;#DIV/0!
28/09/2018;DG#17;0;12;#DIV/0!
28/09/2018;DG#18;0;16;#DIV/0!
28/09/2018;DG#19;0;18;#DIV/0!
28/09/2018;DG#20;0;0;#DIV/0!
28/09/2018;DG#21;0;16;#DIV/0!
28/09/2018;DG#22;0;0;#DIV/0!
28/09/2018;DG#23;0;0;#DIV/0!
29/09/2018;DG#01;0;0;#DIV/0!
29/09/2018;DG#02;0;0;#DIV/0!
29/09/2018;DG#03;0;0;#DIV/0!
29/09/2018;DG#04;0;0;#DIV/0!
29/09/2018;DG#05;0;0;#DIV/0!
29/09/2018;DG#06;0;0;#DIV/0!
29/09/2018;DG#07;0;0;#DIV/0!
29/09/2018;DG#08;0;0;#DIV/0!
29/09/2018;DG#09;0;0;#DIV/0!
29/09/2018;DG#10;0;0;#DIV/0!
29/09/2018;DG#11;0;0;#DIV/0!
29/09/2018;DG#12;0;0;#DIV/0!
29/09/2018;DG#13;0;0;#DIV/0!
29/09/2018;DG#14;0;0;#DIV/0!
29/09/2018;DG#15;0;0;#DIV/0!
29/09/2018;DG#16;0;0;#DIV/0!
29/09/2018;DG#17;0;0;#DIV/0!
29/09/2018;DG#18;0;0;#DIV/0!
29/09/2018;DG#19;0;0;#DIV/0!
29/09/2018;DG#20;0;0;#DIV/0!
29/09/2018;DG#21;0;0;#DIV/0!
29/09/2018;DG#22;0;0;#DIV/0!
29/09/2018;DG#23;0;0;#DIV/0!
30/09/2018;DG#01;0;0;#DIV/0!
30/09/2018;DG#02;0;0;#DIV/0!
30/09/2018;DG#03;0;0;#DIV/0!
30/09/2018;DG#04;0;0;#DIV/0!
30/09/2018;DG#05;0;0;#DIV/0!
30/09/2018;DG#06;0;0;#DIV/0!
30/09/2018;DG#07;0;0;#DIV/0!
30/09/2018;DG#08;0;0;#DIV/0!
30/09/2018;DG#09;0;0;#DIV/0!
30/09/2018;DG#10;0;0;#DIV/0!
30/09/2018;DG#11;0;0;#DIV/0!
30/09/2018;DG#12;0;0;#DIV/0!
30/09/2018;DG#13;0;0;#DIV/0!
30/09/2018;DG#14;0;0;#DIV/0!
30/09/2018;DG#15;0;0;#DIV/0!
30/09/2018;DG#16;0;0;#DIV/0!
30/09/2018;DG#17;0;0;#DIV/0!
30/09/2018;DG#18;0;0;#DIV/0!
30/09/2018;DG#19;0;0;#DIV/0!
30/09/2018;DG#20;0;0;#DIV/0!
30/09/2018;DG#21;0;0;#DIV/0!
30/09/2018;DG#22;0;0;#DIV/0!
30/09/2018;DG#23;0;0;#DIV/0!
01/10/2018;DG#01;0;0;#DIV/0!
01/10/2018;DG#02;0;0;#DIV/0!
01/10/2018;DG#03;0;0;#DIV/0!
01/10/2018;DG#04;0;0;#DIV/0!
01/10/2018;DG#05;0;0;#DIV/0!
01/10/2018;DG#06;0;0;#DIV/0!
01/10/2018;DG#07;0;0;#DIV/0!
01/10/2018;DG#08;0;0;#DIV/0!
01/10/2018;DG#09;0;0;#DIV/0!
01/10/2018;DG#10;0;0;#DIV/0!
01/10/2018;DG#11;0;0;#DIV/0!
01/10/2018;DG#12;0;0;#DIV/0!
01/10/2018;DG#13;0;0;#DIV/0!
01/10/2018;DG#14;0;0;#DIV/0!
01/10/2018;DG#15;0;0;#DIV/0!
01/10/2018;DG#16;0;0;#DIV/0!
01/10/2018;DG#17;0;0;#DIV/0!
01/10/2018;DG#18;0;0;#DIV/0!
01/10/2018;DG#19;0;0;#DIV/0!
01/10/2018;DG#20;0;0;#DIV/0!
01/10/2018;DG#21;0;0;#DIV/0!
01/10/2018;DG#22;0;0;#DIV/0!
01/10/2018;DG#23;0;0;#DIV/0!
02/10/2018;DG#01;0;0;#DIV/0!
02/10/2018;DG#02;0;0;#DIV/0!
02/10/2018;DG#03;0;0;#DIV/0!
02/10/2018;DG#04;0;0;#DIV/0!
02/10/2018;DG#05;0;0;#DIV/0!
02/10/2018;DG#06;0;0;#DIV/0!
02/10/2018;DG#07;0;0;#DIV/0!
02/10/2018;DG#08;0;0;#DIV/0!
02/10/2018;DG#09;0;0;#DIV/0!
02/10/2018;DG#10;0;0;#DIV/0!
02/10/2018;DG#11;0;0;#DIV/0!
02/10/2018;DG#12;0;0;#DIV/0!
02/10/2018;DG#13;0;0;#DIV/0!
02/10/2018;DG#14;0;0;#DIV/0!
02/10/2018;DG#15;0;0;#DIV/0!
02/10/2018;DG#16;0;0;#DIV/0!
02/10/2018;DG#17;0;0;#DIV/0!
02/10/2018;DG#18;0;0;#DIV/0!
02/10/2018;DG#19;0;0;#DIV/0!
02/10/2018;DG#20;0;0;#DIV/0!
02/10/2018;DG#21;0;0;#DIV/0!
02/10/2018;DG#22;0;0;#DIV/0!
02/10/2018;DG#23;0;0;#DIV/0!
03/10/2018;DG#01;0;0;#DIV/0!
03/10/2018;DG#02;0;0;#DIV/0!
03/10/2018;DG#03;0;0;#DIV/0!
03/10/2018;DG#04;0;0;#DIV/0!
03/10/2018;DG#05;0;0;#DIV/0!
03/10/2018;DG#06;0;0;#DIV/0!
03/10/2018;DG#07;0;0;#DIV/0!
03/10/2018;DG#08;0;0;#DIV/0!
03/10/2018;DG#09;0;0;#DIV/0!
03/10/2018;DG#10;0;0;#DIV/0!
03/10/2018;DG#11;0;0;#DIV/0!
03/10/2018;DG#12;0;0;#DIV/0!
03/10/2018;DG#13;0;0;#DIV/0!
03/10/2018;DG#14;0;0;#DIV/0!
03/10/2018;DG#15;0;0;#DIV/0!
03/10/2018;DG#16;0;0;#DIV/0!
03/10/2018;DG#17;0;0;#DIV/0!
03/10/2018;DG#18;0;0;#DIV/0!
03/10/2018;DG#19;0;0;#DIV/0!
03/10/2018;DG#20;0;0;#DIV/0!
03/10/2018;DG#21;0;0;#DIV/0!
03/10/2018;DG#22;0;0;#DIV/0!
03/10/2018;DG#23;0;0;#DIV/0!
04/10/2018;DG#01;0;0;#DIV/0!
04/10/2018;DG#02;0;0;#DIV/0!
04/10/2018;DG#03;0;0;#DIV/0!
04/10/2018;DG#04;0;0;#DIV/0!
04/10/2018;DG#05;0;0;#DIV/0!
04/10/2018;DG#06;0;0;#DIV/0!
04/10/2018;DG#07;0;0;#DIV/0!
04/10/2018;DG#08;0;0;#DIV/0!
04/10/2018;DG#09;0;0;#DIV/0!
04/10/2018;DG#10;0;0;#DIV/0!
04/10/2018;DG#11;0;0;#DIV/0!
04/10/2018;DG#12;0;0;#DIV/0!
04/10/2018;DG#13;0;0;#DIV/0!
04/10/2018;DG#14;0;0;#DIV/0!
04/10/2018;DG#15;0;0;#DIV/0!
04/10/2018;DG#16;0;0;#DIV/0!
04/10/2018;DG#17;0;0;#DIV/0!
04/10/2018;DG#18;0;0;#DIV/0!
04/10/2018;DG#19;0;0;#DIV/0!
04/10/2018;DG#20;0;0;#DIV/0!
04/10/2018;DG#21;0;0;#DIV/0!
04/10/2018;DG#22;0;0;#DIV/0!
04/10/2018;DG#23;0;0;#DIV/0!
05/10/2018;DG#01;0;0;#DIV/0!
05/10/2018;DG#02;0;0;#DIV/0!
05/10/2018;DG#03;0;0;#DIV/0!
05/10/2018;DG#04;0;0;#DIV/0!
05/10/2018;DG#05;0;0;#DIV/0!
05/10/2018;DG#06;0;0;#DIV/0!
05/10/2018;DG#07;0;0;#DIV/0!
05/10/2018;DG#08;0;0;#DIV/0!
05/10/2018;DG#09;0;0;#DIV/0!
05/10/2018;DG#10;0;0;#DIV/0!
05/10/2018;DG#11;0;0;#DIV/0!
05/10/2018;DG#12;0;0;#DIV/0!
05/10/2018;DG#13;0;0;#DIV/0!
05/10/2018;DG#14;0;0;#DIV/0!
05/10/2018;DG#15;0;0;#DIV/0!
05/10/2018;DG#16;0;0;#DIV/0!
05/10/2018;DG#17;0;0;#DIV/0!
05/10/2018;DG#18;0;0;#DIV/0!
05/10/2018;DG#19;0;0;#DIV/0!
05/10/2018;DG#20;0;0;#DIV/0!
05/10/2018;DG#21;0;0;#DIV/0!
05/10/2018;DG#22;0;0;#DIV/0!
05/10/2018;DG#23;0;0;#DIV/0!
06/10/2018;DG#01;0;0;#DIV/0!
06/10/2018;DG#02;0;0;#DIV/0!
06/10/2018;DG#03;0;0;#DIV/0!
06/10/2018;DG#04;0;0;#DIV/0!
06/10/2018;DG#05;0;0;#DIV/0!
06/10/2018;DG#06;0;0;#DIV/0!
06/10/2018;DG#07;0;0;#DIV/0!
06/10/2018;DG#08;0;0;#DIV/0!
06/10/2018;DG#09;0;0;#DIV/0!
06/10/2018;DG#10;0;0;#DIV/0!
06/10/2018;DG#11;0;0;#DIV/0!
06/10/2018;DG#12;0;0;#DIV/0!
06/10/2018;DG#13;0;0;#DIV/0!
06/10/2018;DG#14;0;0;#DIV/0!
06/10/2018;DG#15;0;0;#DIV/0!
06/10/2018;DG#16;0;0;#DIV/0!
06/10/2018;DG#17;0;0;#DIV/0!
06/10/2018;DG#18;0;0;#DIV/0!
06/10/2018;DG#19;0;0;#DIV/0!
06/10/2018;DG#20;0;0;#DIV/0!
06/10/2018;DG#21;0;0;#DIV/0!
06/10/2018;DG#22;0;0;#DIV/0!
06/10/2018;DG#23;0;0;#DIV/0!
07/10/2018;DG#01;0;0;#DIV/0!
07/10/2018;DG#02;0;0;#DIV/0!
07/10/2018;DG#03;0;0;#DIV/0!
07/10/2018;DG#04;0;0;#DIV/0!
07/10/2018;DG#05;0;0;#DIV/0!
07/10/2018;DG#06;0;0;#DIV/0!
07/10/2018;DG#07;0;0;#DIV/0!
07/10/2018;DG#08;0;0;#DIV/0!
07/10/2018;DG#09;0;0;#DIV/0!
07/10/2018;DG#10;0;0;#DIV/0!
07/10/2018;DG#11;0;0;#DIV/0!
07/10/2018;DG#12;0;0;#DIV/0!
07/10/2018;DG#13;0;0;#DIV/0!
07/10/2018;DG#14;0;0;#DIV/0!
07/10/2018;DG#15;0;0;#DIV/0!
07/10/2018;DG#16;0;0;#DIV/0!
07/10/2018;DG#17;0;0;#DIV/0!
07/10/2018;DG#18;0;0;#DIV/0!
07/10/2018;DG#19;0;0;#DIV/0!
07/10/2018;DG#20;0;0;#DIV/0!
07/10/2018;DG#21;0;0;#DIV/0!
07/10/2018;DG#22;0;0;#DIV/0!
07/10/2018;DG#23;0;0;#DIV/0!
08/10/2018;DG#01;0;0;#DIV/0!
08/10/2018;DG#02;0;0;#DIV/0!
08/10/2018;DG#03;0;0;#DIV/0!
08/10/2018;DG#04;0;0;#DIV/0!
08/10/2018;DG#05;0;0;#DIV/0!
08/10/2018;DG#06;0;0;#DIV/0!
08/10/2018;DG#07;0;0;#DIV/0!
08/10/2018;DG#08;0;0;#DIV/0!
08/10/2018;DG#09;0;0;#DIV/0!
08/10/2018;DG#10;0;0;#DIV/0!
08/10/2018;DG#11;0;0;#DIV/0!
08/10/2018;DG#12;0;0;#DIV/0!
08/10/2018;DG#13;0;0;#DIV/0!
08/10/2018;DG#14;0;0;#DIV/0!
08/10/2018;DG#15;0;0;#DIV/0!
08/10/2018;DG#16;0;0;#DIV/0!
08/10/2018;DG#17;0;0;#DIV/0!
08/10/2018;DG#18;0;0;#DIV/0!
08/10/2018;DG#19;0;0;#DIV/0!
08/10/2018;DG#20;0;0;#DIV/0!
08/10/2018;DG#21;0;0;#DIV/0!
08/10/2018;DG#22;0;0;#DIV/0!
08/10/2018;DG#23;0;0;#DIV/0!
09/10/2018;DG#01;0;0;#DIV/0!
09/10/2018;DG#02;0;0;#DIV/0!
09/10/2018;DG#03;0;0;#DIV/0!
09/10/2018;DG#04;0;0;#DIV/0!
09/10/2018;DG#05;0;0;#DIV/0!
09/10/2018;DG#06;0;0;#DIV/0!
09/10/2018;DG#07;0;0;#DIV/0!
09/10/2018;DG#08;0;0;#DIV/0!
09/10/2018;DG#09;0;0;#DIV/0!
09/10/2018;DG#10;0;0;#DIV/0!
09/10/2018;DG#11;0;0;#DIV/0!
09/10/2018;DG#12;0;0;#DIV/0!
09/10/2018;DG#13;0;0;#DIV/0!
09/10/2018;DG#14;0;0;#DIV/0!
09/10/2018;DG#15;0;0;#DIV/0!
09/10/2018;DG#16;0;0;#DIV/0!
09/10/2018;DG#17;0;0;#DIV/0!
09/10/2018;DG#18;0;0;#DIV/0!
09/10/2018;DG#19;0;0;#DIV/0!
09/10/2018;DG#20;0;0;#DIV/0!
09/10/2018;DG#21;0;0;#DIV/0!
09/10/2018;DG#22;0;0;#DIV/0!
09/10/2018;DG#23;0;0;#DIV/0!
10/10/2018;DG#01;0;0;#DIV/0!
10/10/2018;DG#02;0;0;#DIV/0!
10/10/2018;DG#03;0;0;#DIV/0!
10/10/2018;DG#04;0;0;#DIV/0!
10/10/2018;DG#05;0;0;#DIV/0!
10/10/2018;DG#06;0;0;#DIV/0!
10/10/2018;DG#07;0;0;#DIV/0!
10/10/2018;DG#08;0;0;#DIV/0!
10/10/2018;DG#09;0;0;#DIV/0!
10/10/2018;DG#10;0;0;#DIV/0!
10/10/2018;DG#11;0;0;#DIV/0!
10/10/2018;DG#12;0;0;#DIV/0!
10/10/2018;DG#13;0;0;#DIV/0!
10/10/2018;DG#14;0;0;#DIV/0!
10/10/2018;DG#15;0;0;#DIV/0!
10/10/2018;DG#16;0;0;#DIV/0!
10/10/2018;DG#17;0;0;#DIV/0!
10/10/2018;DG#18;0;0;#DIV/0!
10/10/2018;DG#19;0;0;#DIV/0!
10/10/2018;DG#20;0;0;#DIV/0!
10/10/2018;DG#21;0;0;#DIV/0!
10/10/2018;DG#22;0;0;#DIV/0!
10/10/2018;DG#23;0;0;#DIV/0!
11/10/2018;DG#01;0;0;#DIV/0!
11/10/2018;DG#02;0;0;#DIV/0!
11/10/2018;DG#03;0;0;#DIV/0!
11/10/2018;DG#04;0;0;#DIV/0!
11/10/2018;DG#05;0;0;#DIV/0!
11/10/2018;DG#06;0;0;#DIV/0!
11/10/2018;DG#07;0;0;#DIV/0!
11/10/2018;DG#08;0;0;#DIV/0!
11/10/2018;DG#09;0;0;#DIV/0!
11/10/2018;DG#10;0;0;#DIV/0!
11/10/2018;DG#11;0;0;#DIV/0!
11/10/2018;DG#12;0;0;#DIV/0!
11/10/2018;DG#13;0;0;#DIV/0!
11/10/2018;DG#14;0;0;#DIV/0!
11/10/2018;DG#15;0;0;#DIV/0!
11/10/2018;DG#16;0;0;#DIV/0!
11/10/2018;DG#17;0;0;#DIV/0!
11/10/2018;DG#18;0;0;#DIV/0!
11/10/2018;DG#19;0;0;#DIV/0!
11/10/2018;DG#20;0;0;#DIV/0!
11/10/2018;DG#21;0;0;#DIV/0!
11/10/2018;DG#22;0;0;#DIV/0!
11/10/2018;DG#23;0;0;#DIV/0!
12/10/2018;DG#01;0;0;#DIV/0!
12/10/2018;DG#02;0;0;#DIV/0!
12/10/2018;DG#03;0;0;#DIV/0!
12/10/2018;DG#04;0;0;#DIV/0!
12/10/2018;DG#05;0;0;#DIV/0!
12/10/2018;DG#06;0;0;#DIV/0!
12/10/2018;DG#07;0;0;#DIV/0!
12/10/2018;DG#08;0;0;#DIV/0!
12/10/2018;DG#09;0;0;#DIV/0!
12/10/2018;DG#10;0;0;#DIV/0!
12/10/2018;DG#11;0;0;#DIV/0!
12/10/2018;DG#12;0;0;#DIV/0!
12/10/2018;DG#13;0;0;#DIV/0!
12/10/2018;DG#14;0;0;#DIV/0!
12/10/2018;DG#15;0;0;#DIV/0!
12/10/2018;DG#16;0;0;#DIV/0!
12/10/2018;DG#17;0;0;#DIV/0!
12/10/2018;DG#18;0;0;#DIV/0!
12/10/2018;DG#19;0;0;#DIV/0!
12/10/2018;DG#20;0;0;#DIV/0!
12/10/2018;DG#21;0;0;#DIV/0!
12/10/2018;DG#22;0;0;#DIV/0!
12/10/2018;DG#23;0;0;#DIV/0!
13/10/2018;DG#01;0;0;#DIV/0!
13/10/2018;DG#02;0;0;#DIV/0!
13/10/2018;DG#03;0;0;#DIV/0!
13/10/2018;DG#04;0;0;#DIV/0!
13/10/2018;DG#05;0;0;#DIV/0!
13/10/2018;DG#06;0;0;#DIV/0!
13/10/2018;DG#07;0;0;#DIV/0!
13/10/2018;DG#08;0;0;#DIV/0!
13/10/2018;DG#09;0;0;#DIV/0!
13/10/2018;DG#10;0;0;#DIV/0!
13/10/2018;DG#11;0;0;#DIV/0!
13/10/2018;DG#12;0;0;#DIV/0!
13/10/2018;DG#13;0;0;#DIV/0!
13/10/2018;DG#14;0;0;#DIV/0!
13/10/2018;DG#15;0;0;#DIV/0!
13/10/2018;DG#16;0;0;#DIV/0!
13/10/2018;DG#17;0;0;#DIV/0!
13/10/2018;DG#18;0;0;#DIV/0!
13/10/2018;DG#19;0;0;#DIV/0!
13/10/2018;DG#20;0;0;#DIV/0!
13/10/2018;DG#21;0;0;#DIV/0!
13/10/2018;DG#22;0;0;#DIV/0!
13/10/2018;DG#23;0;0;#DIV/0!
14/10/2018;DG#01;0;0;#DIV/0!
14/10/2018;DG#02;0;0;#DIV/0!
14/10/2018;DG#03;0;0;#DIV/0!
14/10/2018;DG#04;0;0;#DIV/0!
14/10/2018;DG#05;19632;4110;209,35
14/10/2018;DG#06;0;0;#DIV/0!
14/10/2018;DG#07;0;0;#DIV/0!
14/10/2018;DG#08;0;0;#DIV/0!
14/10/2018;DG#09;0;0;#DIV/0!
14/10/2018;DG#10;0;0;#DIV/0!
14/10/2018;DG#11;26056;5488;210,62
14/10/2018;DG#12;0;0;#DIV/0!
14/10/2018;DG#13;0;0;#DIV/0!
14/10/2018;DG#14;4352;910;209,1
14/10/2018;DG#15;0;0;#DIV/0!
14/10/2018;DG#16;0;0;#DIV/0!
14/10/2018;DG#17;0;0;#DIV/0!
14/10/2018;DG#18;19104;3936;206,03
14/10/2018;DG#19;28704;5902;205,62
14/10/2018;DG#20;0;0;#DIV/0!
14/10/2018;DG#21;25824;5436;210,5
14/10/2018;DG#22;0;0;#DIV/0!
14/10/2018;DG#23;0;0;#DIV/0!
15/10/2018;DG#01;0;0;#DIV/0!
15/10/2018;DG#02;0;0;#DIV/0!
15/10/2018;DG#03;0;0;#DIV/0!
15/10/2018;DG#04;0;42;#DIV/0!
15/10/2018;DG#05;49336;10358;209,95
15/10/2018;DG#06;0;2;#DIV/0!
15/10/2018;DG#07;0;0;#DIV/0!
15/10/2018;DG#08;0;0;#DIV/0!
15/10/2018;DG#09;0;0;#DIV/0!
15/10/2018;DG#10;0;0;#DIV/0!
15/10/2018;DG#11;60664;12740;210,01
15/10/2018;DG#12;0;0;#DIV/0!
15/10/2018;DG#13;0;0;#DIV/0!
15/10/2018;DG#14;59416;12132;204,19
15/10/2018;DG#15;0;0;#DIV/0!
15/10/2018;DG#16;0;0;#DIV/0!
15/10/2018;DG#17;0;0;#DIV/0!
15/10/2018;DG#18;0;0;#DIV/0!
15/10/2018;DG#19;55136;11394;206,65
15/10/2018;DG#20;0;0;#DIV/0!
15/10/2018;DG#21;57080;11922;208,86
15/10/2018;DG#22;0;0;#DIV/0!
15/10/2018;DG#23;0;0;#DIV/0!
16/10/2018;DG#01;0;0;#DIV/0!
16/10/2018;DG#02;0;0;#DIV/0!
16/10/2018;DG#03;0;0;#DIV/0!
16/10/2018;DG#04;111728;23254;208,13
16/10/2018;DG#05;90168;18830;208,83
16/10/2018;DG#06;0;0;#DIV/0!
16/10/2018;DG#07;0;0;#DIV/0!
16/10/2018;DG#08;0;0;#DIV/0!
16/10/2018;DG#09;0;0;#DIV/0!
16/10/2018;DG#10;0;0;#DIV/0!
16/10/2018;DG#11;199232;41718;209,39
16/10/2018;DG#12;0;0;#DIV/0!
16/10/2018;DG#13;0;0;#DIV/0!
16/10/2018;DG#14;198816;40468;203,54
16/10/2018;DG#15;0;0;#DIV/0!
16/10/2018;DG#16;0;0;#DIV/0!
16/10/2018;DG#17;0;0;#DIV/0!
16/10/2018;DG#18;0;0;#DIV/0!
16/10/2018;DG#19;194480;40052;205,94
16/10/2018;DG#20;0;0;#DIV/0!
16/10/2018;DG#21;192480;40088;208,27
16/10/2018;DG#22;0;0;#DIV/0!
16/10/2018;DG#23;0;0;#DIV/0!
17/10/2018;DG#01;0;0;#DIV/0!
17/10/2018;DG#02;0;0;#DIV/0!
17/10/2018;DG#03;0;0;#DIV/0!
17/10/2018;DG#04;2024;424;209,49
17/10/2018;DG#05;0;0;#DIV/0!
17/10/2018;DG#06;0;0;#DIV/0!
17/10/2018;DG#07;0;0;#DIV/0!
17/10/2018;DG#08;0;0;#DIV/0!
17/10/2018;DG#09;0;0;#DIV/0!
17/10/2018;DG#10;0;0;#DIV/0!
17/10/2018;DG#11;2808;592;210,83
17/10/2018;DG#12;0;0;#DIV/0!
17/10/2018;DG#13;0;0;#DIV/0!
17/10/2018;DG#14;2840;578;203,52
17/10/2018;DG#15;0;0;#DIV/0!
17/10/2018;DG#16;0;0;#DIV/0!
17/10/2018;DG#17;0;0;#DIV/0!
17/10/2018;DG#18;0;0;#DIV/0!
17/10/2018;DG#19;2848;590;207,16
17/10/2018;DG#20;0;0;#DIV/0!
17/10/2018;DG#21;2824;590;208,92
17/10/2018;DG#22;0;0;#DIV/0!
17/10/2018;DG#23;0;0;#DIV/0!
18/10/2018;DG#01;0;0;#DIV/0!
18/10/2018;DG#02;0;0;#DIV/0!
18/10/2018;DG#03;0;0;#DIV/0!
18/10/2018;DG#04;0;0;#DIV/0!
18/10/2018;DG#05;0;0;#DIV/0!
18/10/2018;DG#06;0;0;#DIV/0!
18/10/2018;DG#07;0;0;#DIV/0!
18/10/2018;DG#08;0;0;#DIV/0!
18/10/2018;DG#09;0;0;#DIV/0!
18/10/2018;DG#10;0;0;#DIV/0!
18/10/2018;DG#11;0;0;#DIV/0!
18/10/2018;DG#12;0;0;#DIV/0!
18/10/2018;DG#13;0;0;#DIV/0!
18/10/2018;DG#14;0;0;#DIV/0!
18/10/2018;DG#15;0;0;#DIV/0!
18/10/2018;DG#16;0;0;#DIV/0!
18/10/2018;DG#17;0;0;#DIV/0!
18/10/2018;DG#18;0;0;#DIV/0!
18/10/2018;DG#19;0;0;#DIV/0!
18/10/2018;DG#20;0;0;#DIV/0!
18/10/2018;DG#21;0;0;#DIV/0!
18/10/2018;DG#22;0;0;#DIV/0!
18/10/2018;DG#23;0;0;#DIV/0!
19/10/2018;DG#01;0;0;#DIV/0!
19/10/2018;DG#02;0;0;#DIV/0!
19/10/2018;DG#03;0;0;#DIV/0!
19/10/2018;DG#04;0;0;#DIV/0!
19/10/2018;DG#05;0;0;#DIV/0!
19/10/2018;DG#06;0;0;#DIV/0!
19/10/2018;DG#07;0;0;#DIV/0!
19/10/2018;DG#08;0;0;#DIV/0!
19/10/2018;DG#09;0;0;#DIV/0!
19/10/2018;DG#10;0;0;#DIV/0!
19/10/2018;DG#11;0;0;#DIV/0!
19/10/2018;DG#12;0;0;#DIV/0!
19/10/2018;DG#13;0;0;#DIV/0!
19/10/2018;DG#14;0;0;#DIV/0!
19/10/2018;DG#15;0;0;#DIV/0!
19/10/2018;DG#16;0;0;#DIV/0!
19/10/2018;DG#17;0;0;#DIV/0!
19/10/2018;DG#18;0;0;#DIV/0!
19/10/2018;DG#19;0;0;#DIV/0!
19/10/2018;DG#20;0;0;#DIV/0!
19/10/2018;DG#21;0;0;#DIV/0!
19/10/2018;DG#22;0;0;#DIV/0!
19/10/2018;DG#23;0;0;#DIV/0!
20/10/2018;DG#01;0;0;#DIV/0!
20/10/2018;DG#02;0;0;#DIV/0!
20/10/2018;DG#03;0;0;#DIV/0!
20/10/2018;DG#04;0;0;#DIV/0!
20/10/2018;DG#05;0;0;#DIV/0!
20/10/2018;DG#06;0;0;#DIV/0!
20/10/2018;DG#07;0;0;#DIV/0!
20/10/2018;DG#08;0;0;#DIV/0!
20/10/2018;DG#09;0;0;#DIV/0!
20/10/2018;DG#10;0;0;#DIV/0!
20/10/2018;DG#11;0;0;#DIV/0!
20/10/2018;DG#12;0;0;#DIV/0!
20/10/2018;DG#13;0;0;#DIV/0!
20/10/2018;DG#14;0;0;#DIV/0!
20/10/2018;DG#15;0;0;#DIV/0!
20/10/2018;DG#16;0;0;#DIV/0!
20/10/2018;DG#17;0;0;#DIV/0!
20/10/2018;DG#18;0;0;#DIV/0!
20/10/2018;DG#19;0;0;#DIV/0!
20/10/2018;DG#20;0;0;#DIV/0!
20/10/2018;DG#21;0;0;#DIV/0!
20/10/2018;DG#22;0;0;#DIV/0!
20/10/2018;DG#23;0;0;#DIV/0!
21/10/2018;DG#01;0;0;#DIV/0!
21/10/2018;DG#02;0;0;#DIV/0!
21/10/2018;DG#03;0;0;#DIV/0!
21/10/2018;DG#04;0;0;#DIV/0!
21/10/2018;DG#05;0;0;#DIV/0!
21/10/2018;DG#06;0;0;#DIV/0!
21/10/2018;DG#07;0;0;#DIV/0!
21/10/2018;DG#08;0;0;#DIV/0!
21/10/2018;DG#09;0;0;#DIV/0!
21/10/2018;DG#10;0;0;#DIV/0!
21/10/2018;DG#11;0;0;#DIV/0!
21/10/2018;DG#12;0;0;#DIV/0!
21/10/2018;DG#13;0;0;#DIV/0!
21/10/2018;DG#14;0;0;#DIV/0!
21/10/2018;DG#15;0;0;#DIV/0!
21/10/2018;DG#16;0;0;#DIV/0!
21/10/2018;DG#17;0;0;#DIV/0!
21/10/2018;DG#18;0;0;#DIV/0!
21/10/2018;DG#19;0;0;#DIV/0!
21/10/2018;DG#20;0;0;#DIV/0!
21/10/2018;DG#21;0;0;#DIV/0!
21/10/2018;DG#22;0;0;#DIV/0!
21/10/2018;DG#23;0;0;#DIV/0!
22/10/2018;DG#01;0;0;#DIV/0!
22/10/2018;DG#02;0;0;#DIV/0!
22/10/2018;DG#03;0;0;#DIV/0!
22/10/2018;DG#04;0;0;#DIV/0!
22/10/2018;DG#05;0;0;#DIV/0!
22/10/2018;DG#06;0;0;#DIV/0!
22/10/2018;DG#07;0;0;#DIV/0!
22/10/2018;DG#08;0;0;#DIV/0!
22/10/2018;DG#09;0;0;#DIV/0!
22/10/2018;DG#10;0;0;#DIV/0!
22/10/2018;DG#11;0;0;#DIV/0!
22/10/2018;DG#12;0;0;#DIV/0!
22/10/2018;DG#13;0;0;#DIV/0!
22/10/2018;DG#14;0;0;#DIV/0!
22/10/2018;DG#15;0;0;#DIV/0!
22/10/2018;DG#16;0;0;#DIV/0!
22/10/2018;DG#17;0;0;#DIV/0!
22/10/2018;DG#18;0;0;#DIV/0!
22/10/2018;DG#19;0;0;#DIV/0!
22/10/2018;DG#20;0;0;#DIV/0!
22/10/2018;DG#21;0;0;#DIV/0!
22/10/2018;DG#22;0;0;#DIV/0!
22/10/2018;DG#23;0;0;#DIV/0!
23/10/2018;DG#01;0;0;#DIV/0!
23/10/2018;DG#02;0;0;#DIV/0!
23/10/2018;DG#03;0;0;#DIV/0!
23/10/2018;DG#04;0;0;#DIV/0!
23/10/2018;DG#05;0;0;#DIV/0!
23/10/2018;DG#06;0;0;#DIV/0!
23/10/2018;DG#07;0;0;#DIV/0!
